id_mobilitas,iso_code,tanggal,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,private_vehicle_movement,public_transport_usage,walking_cycling,morning_rush_hour,afternoon_activity,evening_rush_hour,night_activity,overall_mobility_index
164,ID-SG,2020-03-29,-74.2,-33.2,-95.2,-101.2,-68.6,18.5,-53.9,-120.4,-33.8,-59.8,-69.1,-67.4,-91.5,-81.3
165,ID-GO,2020-03-29,-34.5,-18.2,-46.8,-42.9,-30.1,17.4,-34.0,-80.6,-13.4,-28.8,-34.9,-47.5,-54.3,-35.8
166,ID-SR,2020-03-29,-58.1,-37.4,-100.8,-85.6,-51.9,26.1,-43.1,-111.4,-38.7,-57.0,-65.0,-68.0,-80.8,-65.2
167,ID-MA,2020-03-29,-49.6,-39.8,-78.5,-72.8,-40.5,22.3,-46.8,-110.4,-41.1,-49.3,-55.8,-57.3,-81.2,-54.3
168,ID-MU,2020-03-29,-56.9,-29.7,-47.2,-73.8,-34.0,15.1,-31.0,-87.5,-35.8,-54.7,-54.0,-56.9,-79.4,-54.9
169,ID-PA,2020-03-29,-31.1,-27.0,-48.7,-75.3,-42.8,18.5,-29.2,-75.6,-40.2,-41.0,-48.5,-43.5,-72.5,-49.7
170,ID-PB,2020-03-29,-81.9,-31.4,-61.7,-75.8,-47.8,22.9,-51.6,-102.3,-44.4,-60.8,-72.9,-66.0,-71.4,-68.5
171,ID-AC,2020-04-05,-81.4,-33.6,-42.6,-92.0,-44.9,24.1,-43.0,-113.1,-43.9,-57.2,-63.6,-65.4,-87.1,-72.8
172,ID-SU,2020-04-05,-65.8,-21.1,-77.3,-51.6,-49.4,10.6,-25.8,-68.9,-24.0,-55.6,-27.0,-37.0,-56.8,-55.6
173,ID-SB,2020-04-05,-58.8,-26.1,-72.0,-59.2,-37.1,20.2,-48.0,-76.0,-38.0,-50.0,-49.3,-40.9,-62.3,-51.7
174,ID-RI,2020-04-05,-72.4,-40.7,-64.7,-84.6,-49.5,28.2,-56.8,-105.8,-28.2,-67.6,-70.5,-77.6,-92.7,-68.9
175,ID-JA,2020-04-05,-45.9,-31.0,-68.6,-60.8,-48.1,22.6,-42.0,-110.0,-20.3,-48.5,-51.8,-62.4,-63.6,-51.6
176,ID-SS,2020-04-05,-88.6,-42.8,-71.3,-78.6,-54.4,22.0,-56.9,-107.9,-46.1,-61.0,-53.5,-62.5,-80.7,-73.9
177,ID-BE,2020-04-05,-54.6,-25.7,-21.6,-41.1,-42.8,11.2,-39.6,-80.8,-20.7,-36.4,-43.6,-30.2,-65.6,-46.2
178,ID-LA,2020-04-05,-43.9,-19.0,-22.6,-70.7,-52.9,19.1,-35.9,-86.3,-31.4,-38.7,-51.0,-35.7,-55.7,-55.8
179,ID-BB,2020-04-05,-49.7,-30.1,-29.4,-61.0,-28.7,10.2,-34.4,-65.4,-20.4,-39.9,-45.7,-30.4,-68.3,-46.5
180,ID-KR,2020-04-05,-73.0,-44.3,-93.1,-80.5,-60.8,20.2,-39.7,-104.0,-23.4,-63.6,-57.7,-64.7,-93.4,-71.5
181,ID-JK,2020-04-05,-39.8,-30.9,-22.3,-42.5,-38.8,15.9,-34.8,-61.7,-14.7,-32.1,-31.3,-39.2,-37.4,-40.4
182,ID-JB,2020-04-05,-35.4,-20.6,-62.9,-61.5,-46.8,8.0,-20.2,-78.4,-7.6,-43.6,-45.3,-36.6,-55.5,-47.9
183,ID-JT,2020-04-05,-64.2,-40.7,-46.2,-93.6,-49.2,19.8,-60.1,-105.5,-42.4,-72.8,-49.4,-64.1,-84.5,-69.0
184,ID-YO,2020-04-05,-64.6,-31.2,-59.9,-93.0,-68.7,18.5,-55.6,-105.8,-35.6,-70.8,-45.8,-72.7,-97.0,-75.4
185,ID-JI,2020-04-05,-91.2,-46.4,-74.7,-101.9,-57.7,24.5,-55.5,-131.7,-52.2,-59.6,-53.2,-69.1,-80.0,-83.6
186,ID-BT,2020-04-05,-58.7,-19.4,-37.6,-70.9,-48.0,15.2,-27.0,-67.9,-12.5,-54.0,-26.7,-46.8,-64.3,-59.2
187,ID-BA,2020-04-05,-76.9,-40.8,-92.2,-79.2,-50.8,19.3,-50.9,-99.6,-41.4,-59.7,-64.1,-57.2,-84.5,-69.0
188,ID-NB,2020-04-05,-77.7,-41.1,-55.4,-74.0,-44.5,24.1,-45.4,-103.0,-38.1,-64.6,-65.3,-55.9,-70.1,-65.4
189,ID-NT,2020-04-05,-72.1,-32.2,-36.5,-73.2,-50.2,16.1,-43.4,-95.3,-27.7,-60.1,-62.9,-52.3,-86.9,-65.2
190,ID-KB,2020-04-05,-86.8,-25.1,-89.6,-94.0,-42.2,24.0,-40.9,-94.6,-47.2,-57.0,-55.7,-53.1,-92.0,-74.3
191,ID-KT,2020-04-05,-32.0,-22.8,-55.6,-67.9,-44.2,17.5,-32.1,-64.6,-38.6,-43.4,-51.6,-43.3,-43.9,-48.1
192,ID-KS,2020-04-05,-56.9,-18.3,-80.2,-59.7,-30.5,12.2,-44.8,-80.7,-17.5,-44.2,-47.6,-48.1,-61.6,-49.0
193,ID-KI,2020-04-05,-59.1,-22.4,-62.9,-43.3,-28.4,17.0,-36.0,-55.2,-34.5,-32.8,-24.4,-45.4,-60.9,-43.6
194,ID-KU,2020-04-05,-83.3,-40.7,-71.5,-71.7,-63.7,18.6,-50.7,-124.5,-25.3,-61.5,-67.7,-72.2,-100.1,-72.9
195,ID-SA,2020-04-05,-68.6,-38.6,-67.8,-85.2,-64.9,17.3,-43.3,-99.8,-26.3,-69.6,-48.6,-67.0,-66.0,-72.9
196,ID-ST,2020-04-05,-43.5,-19.8,-44.3,-58.8,-36.1,11.3,-24.6,-87.6,-32.3,-49.0,-42.4,-47.1,-67.4,-46.1
197,ID-SN,2020-04-05,-54.2,-21.6,-54.0,-53.5,-27.7,13.6,-38.5,-70.5,-32.4,-41.8,-31.5,-49.4,-73.8,-45.1
198,ID-SG,2020-04-05,-79.5,-34.9,-60.3,-63.1,-53.3,20.2,-52.5,-103.2,-19.4,-57.1,-35.9,-66.0,-75.3,-65.3
199,ID-GO,2020-04-05,-53.8,-42.5,-50.3,-75.7,-43.4,17.9,-39.9,-82.8,-32.6,-61.5,-66.8,-66.6,-61.6,-57.7
200,ID-SR,2020-04-05,-63.9,-30.2,-49.7,-73.4,-59.0,24.4,-45.1,-117.7,-38.4,-56.2,-49.0,-60.7,-66.8,-65.5
201,ID-MA,2020-04-05,-60.5,-31.2,-80.7,-76.5,-55.5,27.0,-58.3,-106.1,-50.1,-65.3,-72.3,-65.0,-85.2,-64.2
202,ID-MU,2020-04-05,-57.1,-21.0,-50.4,-53.8,-45.6,12.6,-31.6,-66.4,-23.1,-39.1,-47.3,-36.6,-51.8,-52.1
203,ID-PA,2020-04-05,-46.3,-17.9,-23.5,-52.4,-23.1,7.8,-35.8,-70.8,-15.7,-30.1,-31.8,-40.5,-68.3,-40.6
204,ID-PB,2020-04-05,-79.9,-48.2,-88.4,-95.0,-66.3,25.7,-63.9,-108.4,-27.5,-63.5,-73.9,-64.2,-88.8,-80.4
205,ID-AC,2020-04-12,-57.0,-26.1,-43.5,-70.5,-32.3,16.4,-44.9,-71.5,-39.0,-47.0,-47.5,-49.5,-56.0,-53.2
206,ID-SU,2020-04-12,-31.7,-27.7,-59.7,-64.8,-21.5,13.7,-27.8,-81.4,-10.5,-48.2,-25.1,-38.5,-38.9,-39.3
207,ID-SB,2020-04-12,-65.3,-16.4,-54.5,-60.0,-33.2,14.5,-26.7,-75.6,-23.7,-36.9,-45.2,-48.0,-49.0,-52.9
208,ID-RI,2020-04-12,-49.8,-20.0,-62.4,-45.6,-27.8,16.6,-19.1,-80.5,-12.6,-41.0,-44.1,-28.2,-39.3,-41.1
209,ID-JA,2020-04-12,-28.2,-13.4,-30.0,-58.7,-48.9,12.2,-25.1,-48.2,-24.2,-41.3,-45.2,-31.8,-48.1,-45.3
210,ID-SS,2020-04-12,-58.0,-24.1,-74.5,-78.5,-57.3,16.0,-50.7,-110.0,-39.0,-56.7,-38.4,-53.9,-57.0,-64.6
211,ID-BE,2020-04-12,-35.9,-10.5,-29.5,-44.0,-24.7,14.9,-33.5,-53.4,-33.4,-39.3,-28.8,-42.4,-39.9,-34.9
212,ID-LA,2020-04-12,-73.3,-43.5,-88.3,-75.5,-47.8,18.6,-45.7,-111.7,-48.5,-65.7,-59.4,-60.9,-92.9,-65.5
213,ID-BB,2020-04-12,-63.8,-28.7,-60.5,-52.3,-49.6,19.6,-26.7,-64.4,-22.1,-48.0,-52.2,-51.9,-47.4,-55.2
214,ID-KR,2020-04-12,-45.4,-25.3,-67.5,-45.0,-35.1,9.0,-28.7,-60.0,-23.8,-48.6,-48.4,-33.4,-55.2,-41.9
215,ID-JK,2020-04-12,-75.3,-41.0,-90.2,-84.6,-62.9,15.9,-53.3,-119.1,-20.4,-69.8,-66.2,-66.5,-99.0,-74.3
216,ID-JB,2020-04-12,-72.4,-32.0,-55.0,-84.3,-67.1,23.9,-57.7,-95.0,-36.4,-63.4,-67.3,-57.2,-90.6,-74.6
217,ID-JT,2020-04-12,-74.2,-40.7,-56.6,-95.6,-51.6,18.4,-44.9,-108.0,-47.7,-61.2,-64.0,-69.9,-105.8,-73.8
218,ID-YO,2020-04-12,-64.1,-32.7,-74.5,-93.4,-58.7,18.9,-59.7,-110.0,-34.3,-71.1,-61.3,-71.2,-84.8,-72.1
219,ID-JI,2020-04-12,-61.5,-18.8,-27.8,-55.2,-48.1,13.3,-35.4,-74.4,-12.9,-52.6,-25.8,-51.4,-54.7,-54.9
220,ID-BT,2020-04-12,-78.6,-39.0,-62.0,-83.8,-45.5,17.0,-48.4,-98.8,-17.6,-60.4,-41.5,-44.8,-91.5,-69.3
221,ID-BA,2020-04-12,-74.9,-47.8,-49.5,-85.5,-49.9,21.9,-59.0,-132.1,-43.3,-72.5,-72.5,-63.6,-105.5,-70.1
222,ID-NB,2020-04-12,-69.7,-29.5,-77.4,-97.3,-55.2,18.0,-54.2,-95.1,-38.5,-58.3,-73.0,-59.0,-103.7,-74.1
223,ID-NT,2020-04-12,-67.1,-39.2,-64.1,-67.0,-49.7,23.8,-52.6,-100.6,-25.3,-66.2,-45.3,-51.7,-69.2,-61.3
224,ID-KB,2020-04-12,-34.2,-19.4,-18.9,-66.4,-32.9,13.9,-24.4,-86.6,-30.9,-33.3,-47.6,-33.5,-60.5,-44.5
225,ID-KT,2020-04-12,-66.2,-41.0,-96.5,-71.1,-62.1,20.4,-58.8,-117.2,-34.4,-68.3,-57.2,-73.3,-71.8,-66.5
226,ID-KS,2020-04-12,-66.3,-30.5,-53.2,-88.7,-58.4,19.6,-50.4,-119.3,-20.1,-63.6,-56.7,-69.1,-63.4,-71.1
227,ID-KI,2020-04-12,-62.8,-38.3,-78.8,-86.4,-46.8,17.5,-51.9,-85.1,-18.8,-58.1,-42.0,-53.8,-91.4,-65.3
228,ID-KU,2020-04-12,-48.3,-16.4,-30.8,-40.2,-40.1,9.9,-26.1,-80.8,-28.1,-31.2,-24.6,-38.2,-48.0,-42.9
229,ID-SA,2020-04-12,-57.3,-36.9,-72.1,-89.2,-63.5,17.0,-45.4,-110.5,-46.6,-70.5,-50.3,-55.9,-97.5,-70.0
230,ID-ST,2020-04-12,-66.7,-36.5,-37.5,-81.5,-58.2,19.3,-39.5,-65.8,-20.9,-52.4,-56.4,-59.5,-79.4,-68.8
231,ID-SN,2020-04-12,-72.2,-27.0,-76.0,-89.6,-44.5,20.9,-47.5,-113.7,-24.9,-73.3,-71.2,-72.3,-87.2,-68.8
232,ID-SG,2020-04-12,-58.0,-31.9,-34.6,-65.3,-23.0,15.0,-23.1,-52.9,-23.1,-47.5,-39.0,-45.6,-50.7,-48.8
233,ID-GO,2020-04-12,-40.5,-21.9,-40.9,-75.4,-48.3,12.7,-31.6,-75.7,-28.3,-48.2,-43.3,-60.9,-79.3,-54.8
234,ID-SR,2020-04-12,-65.7,-37.4,-57.4,-84.3,-42.0,19.8,-51.2,-95.7,-48.9,-67.9,-58.8,-61.8,-76.5,-64.0
235,ID-MA,2020-04-12,-48.8,-35.4,-43.2,-55.7,-49.0,17.0,-30.7,-97.2,-19.8,-42.3,-39.2,-58.2,-67.7,-51.2
236,ID-MU,2020-04-12,-67.4,-30.7,-71.8,-64.9,-48.6,19.3,-40.8,-72.6,-38.4,-48.4,-47.0,-48.1,-55.4,-60.3
237,ID-PA,2020-04-12,-83.3,-41.3,-97.9,-90.0,-70.6,23.7,-52.0,-128.9,-30.4,-59.4,-66.5,-58.7,-100.2,-81.3
238,ID-PB,2020-04-12,-44.4,-28.9,-46.0,-57.8,-45.0,11.8,-32.7,-53.1,-12.3,-28.7,-34.1,-35.5,-57.3,-49.1
239,ID-AC,2020-04-19,-63.3,-18.7,-23.5,-46.5,-26.9,16.5,-25.5,-48.0,-14.4,-43.9,-36.7,-30.4,-73.1,-45.6
240,ID-SU,2020-04-19,-69.4,-28.4,-49.7,-94.7,-48.1,18.4,-48.2,-121.9,-33.7,-66.0,-75.3,-60.1,-81.3,-70.7
241,ID-SB,2020-04-19,-53.3,-32.8,-40.9,-48.5,-32.3,17.6,-25.1,-53.0,-10.7,-46.2,-36.0,-46.2,-44.0,-44.7
242,ID-RI,2020-04-19,-66.5,-35.9,-60.3,-57.3,-44.2,20.6,-33.5,-81.8,-35.5,-52.8,-33.8,-57.8,-57.4,-56.0
243,ID-JA,2020-04-19,-65.2,-34.1,-56.9,-68.2,-54.5,12.4,-34.4,-91.4,-26.8,-39.7,-46.9,-48.0,-56.1,-62.6
244,ID-SS,2020-04-19,-37.2,-23.8,-20.7,-66.5,-26.6,17.7,-32.1,-52.8,-34.8,-44.5,-38.0,-35.8,-47.8,-43.4
245,ID-BE,2020-04-19,-83.9,-28.4,-83.1,-101.2,-57.2,26.6,-49.0,-122.5,-30.3,-73.7,-60.1,-59.1,-76.6,-80.8
246,ID-LA,2020-04-19,-40.3,-22.1,-76.4,-71.8,-40.8,10.6,-42.4,-61.3,-23.6,-42.5,-52.5,-49.4,-58.7,-51.0
247,ID-BB,2020-04-19,-55.6,-35.4,-49.3,-83.0,-56.1,17.0,-50.9,-92.0,-23.6,-71.9,-47.4,-59.5,-101.4,-64.9
248,ID-KR,2020-04-19,-62.0,-27.3,-57.3,-86.5,-48.7,14.7,-50.8,-107.3,-36.7,-62.6,-63.9,-57.5,-69.3,-65.7
249,ID-JK,2020-04-19,-52.8,-30.9,-72.0,-87.4,-45.1,22.0,-40.9,-100.5,-41.6,-50.7,-64.6,-52.7,-75.9,-61.8
250,ID-JB,2020-04-19,-65.5,-17.7,-72.7,-57.2,-31.5,18.1,-34.3,-91.1,-19.0,-47.5,-27.7,-56.6,-63.7,-51.4
251,ID-JT,2020-04-19,-63.8,-34.7,-50.4,-95.1,-69.1,19.5,-43.5,-128.0,-26.8,-57.2,-47.7,-69.4,-95.9,-76.0
252,ID-YO,2020-04-19,-57.2,-26.3,-55.5,-56.5,-37.7,21.8,-47.7,-76.8,-32.7,-45.1,-58.4,-59.0,-54.1,-50.5
253,ID-JI,2020-04-19,-69.3,-42.7,-55.9,-75.1,-55.0,23.6,-53.2,-88.4,-43.4,-58.9,-40.7,-54.0,-73.8,-66.5
254,ID-BT,2020-04-19,-70.6,-21.9,-85.0,-85.3,-49.5,12.8,-32.1,-101.3,-42.6,-62.1,-47.9,-56.2,-58.9,-68.5
255,ID-BA,2020-04-19,-69.6,-30.9,-74.9,-57.1,-55.4,17.2,-34.7,-74.7,-21.8,-54.0,-42.4,-55.4,-75.1,-60.7
256,ID-NB,2020-04-19,-92.1,-37.4,-49.4,-92.0,-50.0,23.8,-48.5,-125.6,-43.2,-63.9,-71.9,-74.1,-87.3,-78.0
257,ID-NT,2020-04-19,-43.9,-21.3,-76.3,-79.7,-40.8,21.3,-33.4,-83.7,-29.2,-53.2,-54.2,-54.5,-59.3,-54.8
258,ID-KB,2020-04-19,-57.1,-32.5,-90.1,-82.1,-44.0,16.4,-52.3,-116.9,-48.4,-72.9,-60.9,-60.1,-95.0,-61.1
259,ID-KT,2020-04-19,-90.2,-33.5,-53.8,-85.5,-57.4,24.2,-61.7,-113.5,-53.7,-80.0,-53.6,-68.3,-79.5,-77.7
260,ID-KS,2020-04-19,-56.3,-26.2,-33.1,-76.4,-48.3,18.1,-35.9,-78.9,-29.2,-56.2,-44.2,-62.1,-88.7,-60.3
261,ID-KI,2020-04-19,-92.4,-37.6,-58.3,-96.8,-57.3,18.2,-44.9,-103.0,-32.2,-68.1,-45.4,-57.9,-95.2,-82.1
262,ID-KU,2020-04-19,-66.7,-36.4,-55.3,-66.1,-64.4,20.9,-51.9,-81.7,-40.2,-59.9,-47.1,-67.4,-69.3,-65.7
263,ID-SA,2020-04-19,-66.3,-34.1,-43.2,-90.3,-39.4,17.9,-50.8,-78.2,-17.8,-54.6,-51.0,-54.3,-57.4,-65.4
264,ID-ST,2020-04-19,-77.6,-38.1,-51.0,-74.0,-61.1,18.8,-54.4,-95.2,-25.5,-54.0,-46.7,-62.0,-76.0,-70.9
265,ID-SN,2020-04-19,-24.9,-24.4,-60.7,-51.4,-35.6,9.7,-25.0,-70.9,-10.8,-33.9,-20.8,-43.0,-61.1,-37.3
266,ID-SG,2020-04-19,-59.5,-34.1,-70.9,-68.8,-28.7,17.8,-27.3,-66.9,-18.6,-36.1,-40.0,-43.4,-54.6,-52.3
267,ID-GO,2020-04-19,-58.9,-32.3,-58.4,-107.9,-75.4,20.0,-58.9,-101.4,-40.6,-72.8,-64.1,-71.4,-85.5,-80.7
268,ID-SR,2020-04-19,-49.6,-36.2,-59.1,-90.3,-49.8,23.7,-56.0,-104.7,-31.0,-55.3,-39.9,-70.3,-79.6,-63.3
269,ID-MA,2020-04-19,-56.3,-42.8,-88.3,-102.8,-65.2,21.8,-42.6,-99.6,-21.9,-64.6,-45.5,-64.9,-97.7,-74.8
270,ID-MU,2020-04-19,-50.8,-35.7,-57.5,-76.4,-51.1,20.0,-48.6,-88.1,-30.3,-49.3,-48.2,-60.6,-60.9,-59.4
271,ID-PA,2020-04-19,-46.9,-18.5,-45.1,-63.5,-46.7,9.7,-41.3,-57.9,-21.5,-40.5,-35.7,-34.1,-41.5,-52.4
272,ID-PB,2020-04-19,-63.0,-23.1,-29.1,-46.6,-27.1,17.7,-30.8,-73.4,-27.1,-34.8,-33.4,-42.4,-56.7,-45.6
273,ID-AC,2020-04-26,-67.8,-39.9,-106.2,-104.2,-54.7,20.2,-44.7,-123.5,-35.1,-62.8,-71.8,-72.3,-101.2,-75.6
274,ID-SU,2020-04-26,-72.8,-35.8,-82.1,-68.7,-52.7,13.6,-47.5,-98.5,-38.8,-44.0,-54.2,-49.6,-83.7,-64.8
275,ID-SB,2020-04-26,-28.3,-27.9,-66.1,-47.4,-25.4,16.9,-39.5,-48.2,-31.4,-43.7,-19.3,-43.1,-39.6,-33.7
276,ID-RI,2020-04-26,-59.7,-33.8,-97.7,-93.6,-53.7,21.5,-57.2,-122.0,-20.3,-63.6,-58.5,-73.1,-85.7,-69.0
277,ID-JA,2020-04-26,-39.0,-30.3,-55.2,-58.0,-44.6,9.2,-28.0,-76.1,-34.9,-45.5,-42.4,-32.2,-44.0,-47.2
278,ID-SS,2020-04-26,-74.9,-21.8,-82.1,-83.6,-45.9,13.0,-40.2,-90.6,-26.2,-51.2,-35.1,-54.3,-64.5,-68.1
279,ID-BE,2020-04-26,-41.9,-25.7,-45.4,-65.5,-61.6,15.0,-48.5,-98.9,-38.4,-49.5,-52.5,-54.0,-71.1,-56.3
280,ID-LA,2020-04-26,-48.6,-26.8,-69.5,-81.3,-31.3,11.9,-32.7,-68.3,-20.0,-59.1,-33.7,-40.5,-79.6,-53.8
281,ID-BB,2020-04-26,-54.1,-27.3,-80.6,-79.0,-51.5,16.4,-48.1,-103.7,-27.7,-57.3,-64.2,-57.7,-83.6,-61.6
282,ID-KR,2020-04-26,-90.4,-35.1,-52.2,-82.3,-62.7,18.5,-58.3,-90.2,-38.6,-59.5,-64.6,-74.5,-101.9,-78.5
283,ID-JK,2020-04-26,-64.7,-28.2,-54.9,-89.4,-38.3,15.1,-54.7,-97.7,-40.1,-53.6,-42.4,-55.3,-58.3,-64.2
284,ID-JB,2020-04-26,-78.8,-26.8,-92.6,-82.4,-38.7,19.6,-37.2,-97.4,-41.9,-66.2,-58.8,-60.9,-84.3,-66.6
285,ID-JT,2020-04-26,-62.5,-38.5,-65.1,-79.7,-42.4,13.5,-32.0,-72.3,-39.0,-49.6,-56.5,-45.4,-62.8,-61.5
286,ID-YO,2020-04-26,-88.6,-35.9,-64.1,-81.7,-66.8,16.7,-55.0,-101.0,-31.7,-69.8,-46.8,-69.4,-67.5,-79.0
287,ID-JI,2020-04-26,-64.1,-41.6,-48.2,-96.7,-65.6,20.8,-58.5,-108.0,-40.1,-73.9,-58.6,-66.7,-92.1,-75.5
288,ID-BT,2020-04-26,-55.4,-30.6,-51.1,-65.8,-41.0,15.3,-46.9,-83.6,-22.9,-43.0,-34.3,-50.9,-79.6,-54.1
289,ID-BA,2020-04-26,-77.2,-41.6,-75.2,-85.5,-71.4,22.9,-56.3,-119.0,-46.6,-66.8,-45.1,-72.0,-103.7,-78.1
290,ID-NB,2020-04-26,-35.1,-31.1,-29.8,-65.2,-47.6,14.8,-45.9,-96.6,-30.0,-49.8,-39.9,-41.1,-66.2,-49.3
291,ID-NT,2020-04-26,-60.9,-37.9,-67.6,-88.0,-52.1,22.7,-51.6,-90.0,-43.8,-60.1,-42.3,-63.0,-63.8,-67.0
292,ID-KB,2020-04-26,-51.8,-22.4,-74.4,-60.9,-59.6,15.7,-45.2,-71.9,-31.3,-61.6,-47.7,-53.9,-53.1,-57.4
293,ID-KT,2020-04-26,-36.7,-30.7,-30.2,-51.7,-24.4,12.9,-33.4,-59.6,-21.3,-39.0,-39.6,-41.4,-31.7,-37.6
294,ID-KS,2020-04-26,-57.3,-41.0,-84.9,-69.9,-61.7,25.2,-38.6,-104.4,-28.2,-65.0,-48.9,-55.6,-87.9,-63.0
295,ID-KI,2020-04-26,-57.5,-31.6,-85.0,-63.9,-37.8,20.4,-45.1,-96.3,-26.8,-60.4,-60.8,-58.0,-84.0,-53.1
296,ID-KU,2020-04-26,-35.0,-15.4,-17.9,-52.9,-33.3,16.7,-37.8,-82.0,-32.8,-36.2,-31.6,-38.1,-62.7,-40.4
297,ID-SA,2020-04-26,-46.4,-30.3,-76.0,-48.5,-47.3,18.9,-40.6,-88.3,-19.5,-42.7,-32.7,-41.8,-52.9,-47.4
298,ID-ST,2020-04-26,-63.9,-14.1,-59.0,-61.6,-44.3,15.0,-29.8,-83.6,-12.8,-43.0,-28.0,-31.7,-64.6,-56.6
299,ID-SN,2020-04-26,-42.0,-26.8,-50.1,-69.4,-27.0,13.1,-34.2,-61.0,-25.5,-48.3,-41.1,-44.5,-52.7,-46.1
300,ID-SG,2020-04-26,-79.2,-32.1,-70.4,-79.7,-66.5,18.8,-55.6,-106.2,-28.0,-65.8,-62.8,-57.3,-94.5,-75.2
301,ID-GO,2020-04-26,-54.9,-39.7,-43.7,-71.7,-43.1,17.7,-43.7,-75.7,-22.4,-49.5,-38.9,-50.8,-55.9,-56.6
302,ID-SR,2020-04-26,-43.6,-18.3,-13.1,-53.8,-33.2,12.9,-22.6,-58.2,-26.1,-36.0,-27.3,-28.7,-61.1,-43.5
303,ID-MA,2020-04-26,-62.5,-26.6,-58.1,-72.2,-30.3,21.6,-34.7,-101.2,-26.3,-56.7,-51.3,-60.1,-59.0,-55.0
304,ID-MU,2020-04-26,-52.7,-34.6,-66.2,-45.0,-39.0,18.2,-32.0,-92.4,-32.3,-53.4,-53.5,-51.9,-75.9,-45.6
305,ID-PA,2020-04-26,-71.7,-20.1,-37.7,-58.3,-58.4,22.1,-36.0,-89.1,-39.5,-52.9,-41.2,-52.0,-54.7,-62.8
306,ID-PB,2020-04-26,-31.5,-18.1,-46.5,-49.1,-35.2,11.4,-39.8,-53.0,-31.6,-43.5,-48.6,-32.8,-46.6,-38.6
307,ID-AC,2020-05-03,-56.9,-32.8,-54.1,-52.7,-56.2,12.7,-29.5,-92.8,-12.9,-48.4,-53.3,-50.7,-66.9,-55.3
308,ID-SU,2020-05-03,-28.4,-21.2,-56.1,-51.7,-25.3,11.1,-24.4,-61.4,-18.4,-36.1,-47.1,-28.7,-41.3,-35.1
309,ID-SB,2020-05-03,-69.0,-24.1,-43.0,-81.7,-47.9,17.1,-44.7,-100.8,-25.7,-59.0,-67.5,-52.6,-63.1,-66.2
310,ID-RI,2020-05-03,-29.7,-19.3,-76.2,-55.6,-35.2,15.2,-41.3,-71.3,-15.3,-39.9,-50.1,-32.0,-45.2,-40.2
311,ID-JA,2020-05-03,-55.2,-24.2,-66.4,-45.2,-43.8,12.4,-38.4,-77.9,-19.1,-47.8,-50.1,-54.2,-72.1,-48.1
312,ID-SS,2020-05-03,-91.8,-28.6,-93.0,-85.7,-56.5,19.5,-44.0,-109.2,-40.5,-62.4,-51.1,-76.4,-81.8,-78.0
313,ID-BE,2020-05-03,-53.2,-16.7,-72.5,-70.3,-37.9,14.2,-28.5,-84.6,-17.8,-41.0,-48.1,-37.6,-42.1,-53.8
314,ID-LA,2020-05-03,-60.7,-19.9,-22.2,-49.9,-34.4,14.8,-24.9,-42.6,-23.5,-38.9,-30.8,-29.3,-46.4,-48.3
315,ID-BB,2020-05-03,-70.4,-26.2,-51.5,-68.8,-50.4,16.8,-29.6,-71.7,-39.1,-44.0,-41.2,-49.9,-47.4,-63.2
316,ID-KR,2020-05-03,-67.8,-40.5,-61.6,-90.4,-62.7,20.1,-56.5,-133.3,-52.8,-79.0,-55.3,-75.6,-107.6,-73.6
317,ID-JK,2020-05-03,-57.6,-23.8,-42.8,-54.2,-48.2,13.7,-30.7,-75.0,-27.5,-44.3,-53.0,-39.1,-59.5,-53.3
318,ID-JB,2020-05-03,-72.4,-24.3,-55.2,-73.7,-56.7,15.1,-36.9,-70.4,-39.9,-38.6,-43.9,-40.9,-63.9,-67.6
319,ID-JT,2020-05-03,-35.8,-32.2,-68.1,-61.7,-45.3,17.9,-33.1,-66.3,-11.0,-34.8,-27.6,-43.5,-78.4,-47.6
320,ID-YO,2020-05-03,-79.5,-34.4,-74.7,-86.0,-61.9,18.1,-62.2,-116.1,-44.0,-71.3,-51.3,-77.6,-92.9,-75.8
321,ID-JI,2020-05-03,-59.7,-23.3,-46.6,-44.3,-33.7,11.1,-38.2,-48.5,-8.9,-35.1,-24.1,-35.3,-63.0,-45.9
322,ID-BT,2020-05-03,-74.1,-36.7,-70.3,-54.4,-51.0,12.2,-45.4,-85.5,-26.5,-58.2,-50.8,-44.5,-51.6,-59.8
323,ID-BA,2020-05-03,-61.1,-31.9,-28.7,-59.5,-48.7,13.4,-21.8,-68.7,-28.4,-37.9,-47.4,-49.6,-60.2,-56.4
324,ID-NB,2020-05-03,-68.2,-19.6,-60.5,-67.0,-44.2,11.9,-39.5,-82.0,-29.5,-52.8,-38.4,-56.6,-73.1,-59.8
325,ID-NT,2020-05-03,-55.0,-15.7,-21.6,-55.4,-31.7,14.9,-32.1,-73.4,-13.6,-44.2,-38.7,-49.3,-46.9,-47.4
326,ID-KB,2020-05-03,-88.0,-33.3,-83.6,-75.2,-58.2,25.0,-56.5,-89.3,-45.2,-70.9,-50.3,-55.8,-90.0,-73.8
327,ID-KT,2020-05-03,-90.4,-47.8,-90.3,-90.0,-67.3,26.1,-52.7,-97.4,-27.5,-71.6,-60.9,-63.9,-85.4,-82.6
328,ID-KS,2020-05-03,-45.6,-41.6,-63.0,-81.5,-41.3,23.3,-50.5,-95.1,-39.4,-61.2,-50.0,-65.6,-81.3,-56.1
